image_ID,artefact_ID,artefact_type,archaeological_culture_name,site_name,level_layer_concentration,country,latitude_y,longitude_x,archaeological_period,dating_BP,dating_sd_BP,dating_labcode,dating_method,citation_reference,editor_name,description
GDM_2319f,GDM_2319f_pseudo_no_1,Bifacial point (reused - scraper?),Unknown,Gruta do Marinheiro,"Esc 3 North, Level 35-45",Brazil,-20.363735,-45.66442,Na,NA,NA,NA,NA,NA,Araujo/Okumura,"The dataset is composed of photographs of 31 complete bifacial projectile points coming from a lithic assemblage of 60 projectile points recovered at the site Gruta do Marinheiro (Pains, Minas Gerais, Brazil). The dataset of points corresponds to two sectors: Esc. South and Esc. North. Sector Esc. South was the only one dated (levels 55-65 cm and 95-105 cm), and the archaeological package comprises 70 cm in thickness, dating from the Paleoindian period to a late hunter gatherer period. This set of bifacial points was previously attributed to the Umbu tradition (Koole 2007); however, preliminary GMM studies (Okumura & Araujo 2013, 2015, 2016) showed that points from site Gruta do Marinheiro were significantly different from southern Umbu points, so a new archaeological culture needs to be assigned to this lithic industry. All photos of artifacts were taken by Mercedes Okumura."
GDM_2326,GDM_2326_pseudo_no_2,Bifacial point,Unknown,Gruta do Marinheiro,"Esc 3 North, Level 45-55",Brazil,-20.363735,-45.66442,Na,NA,NA,NA,NA,NA,Araujo/Okumura,"The dataset is composed of photographs of 31 complete bifacial projectile points coming from a lithic assemblage of 60 projectile points recovered at the site Gruta do Marinheiro (Pains, Minas Gerais, Brazil). The dataset of points corresponds to two sectors: Esc. South and Esc. North. Sector Esc. South was the only one dated (levels 55-65 cm and 95-105 cm), and the archaeological package comprises 70 cm in thickness, dating from the Paleoindian period to a late hunter gatherer period. This set of bifacial points was previously attributed to the Umbu tradition (Koole 2007); however, preliminary GMM studies (Okumura & Araujo 2013, 2015, 2016) showed that points from site Gruta do Marinheiro were significantly different from southern Umbu points, so a new archaeological culture needs to be assigned to this lithic industry. All photos of artifacts were taken by Mercedes Okumura."
GDM_2327,GDM_2327_pseudo_no_3,Bifacial point,Unknown,Gruta do Marinheiro,"Esc 3 North, Level 45-55",Brazil,-20.363735,-45.66442,Na,NA,NA,NA,NA,NA,Araujo/Okumura,"The dataset is composed of photographs of 31 complete bifacial projectile points coming from a lithic assemblage of 60 projectile points recovered at the site Gruta do Marinheiro (Pains, Minas Gerais, Brazil). The dataset of points corresponds to two sectors: Esc. South and Esc. North. Sector Esc. South was the only one dated (levels 55-65 cm and 95-105 cm), and the archaeological package comprises 70 cm in thickness, dating from the Paleoindian period to a late hunter gatherer period. This set of bifacial points was previously attributed to the Umbu tradition (Koole 2007); however, preliminary GMM studies (Okumura & Araujo 2013, 2015, 2016) showed that points from site Gruta do Marinheiro were significantly different from southern Umbu points, so a new archaeological culture needs to be assigned to this lithic industry. All photos of artifacts were taken by Mercedes Okumura."
GDM_2334,GDM_2334_pseudo_no_1,Bifacial point,Unknown,Gruta do Marinheiro,"Esc 3 North, Level 35-45",Brazil,-20.363735,-45.66442,Na,NA,NA,NA,NA,NA,Araujo/Okumura,"The dataset is composed of photographs of 31 complete bifacial projectile points coming from a lithic assemblage of 60 projectile points recovered at the site Gruta do Marinheiro (Pains, Minas Gerais, Brazil). The dataset of points corresponds to two sectors: Esc. South and Esc. North. Sector Esc. South was the only one dated (levels 55-65 cm and 95-105 cm), and the archaeological package comprises 70 cm in thickness, dating from the Paleoindian period to a late hunter gatherer period. This set of bifacial points was previously attributed to the Umbu tradition (Koole 2007); however, preliminary GMM studies (Okumura & Araujo 2013, 2015, 2016) showed that points from site Gruta do Marinheiro were significantly different from southern Umbu points, so a new archaeological culture needs to be assigned to this lithic industry. All photos of artifacts were taken by Mercedes Okumura."
GDM_2342,GDM_2342_pseudo_no_3,Bifacial point,Unknown,Gruta do Marinheiro,"Esc 3 North, Level 45-55",Brazil,-20.363735,-45.66442,Na,NA,NA,NA,NA,NA,Araujo/Okumura,"The dataset is composed of photographs of 31 complete bifacial projectile points coming from a lithic assemblage of 60 projectile points recovered at the site Gruta do Marinheiro (Pains, Minas Gerais, Brazil). The dataset of points corresponds to two sectors: Esc. South and Esc. North. Sector Esc. South was the only one dated (levels 55-65 cm and 95-105 cm), and the archaeological package comprises 70 cm in thickness, dating from the Paleoindian period to a late hunter gatherer period. This set of bifacial points was previously attributed to the Umbu tradition (Koole 2007); however, preliminary GMM studies (Okumura & Araujo 2013, 2015, 2016) showed that points from site Gruta do Marinheiro were significantly different from southern Umbu points, so a new archaeological culture needs to be assigned to this lithic industry. All photos of artifacts were taken by Mercedes Okumura."
GDM_2356a,GDM_2356a_pseudo_no_2,Bifacial point (finalized - drill?),Unknown,Gruta do Marinheiro,"Esc 3 South, Level 55-65",Brazil,-20.363735,-45.66442,Late Hunter Gatherers,3100,50,Beta 230979,Radiocarbon dating,Koole 2007,Araujo/Okumura,"The dataset is composed of photographs of 31 complete bifacial projectile points coming from a lithic assemblage of 60 projectile points recovered at the site Gruta do Marinheiro (Pains, Minas Gerais, Brazil). The dataset of points corresponds to two sectors: Esc. South and Esc. North. Sector Esc. South was the only one dated (levels 55-65 cm and 95-105 cm), and the archaeological package comprises 70 cm in thickness, dating from the Paleoindian period to a late hunter gatherer period. This set of bifacial points was previously attributed to the Umbu tradition (Koole 2007); however, preliminary GMM studies (Okumura & Araujo 2013, 2015, 2016) showed that points from site Gruta do Marinheiro were significantly different from southern Umbu points, so a new archaeological culture needs to be assigned to this lithic industry. All photos of artifacts were taken by Mercedes Okumura."
GDM_2523,GDM_2523_pseudo_no_1,Bifacial point (reused - scraper?),Unknown,Gruta do Marinheiro,"Esc 3 South, Level 45-55",Brazil,-20.363735,-45.66442,Na,NA,NA,NA,NA,NA,Araujo/Okumura,"The dataset is composed of photographs of 31 complete bifacial projectile points coming from a lithic assemblage of 60 projectile points recovered at the site Gruta do Marinheiro (Pains, Minas Gerais, Brazil). The dataset of points corresponds to two sectors: Esc. South and Esc. North. Sector Esc. South was the only one dated (levels 55-65 cm and 95-105 cm), and the archaeological package comprises 70 cm in thickness, dating from the Paleoindian period to a late hunter gatherer period. This set of bifacial points was previously attributed to the Umbu tradition (Koole 2007); however, preliminary GMM studies (Okumura & Araujo 2013, 2015, 2016) showed that points from site Gruta do Marinheiro were significantly different from southern Umbu points, so a new archaeological culture needs to be assigned to this lithic industry. All photos of artifacts were taken by Mercedes Okumura."
GDM_2527,GDM_2527_pseudo_no_1,Bifacial point,Unknown,Gruta do Marinheiro,"Esc 3 South, Level 45-55",Brazil,-20.363735,-45.66442,Na,NA,NA,NA,NA,NA,Araujo/Okumura,"The dataset is composed of photographs of 31 complete bifacial projectile points coming from a lithic assemblage of 60 projectile points recovered at the site Gruta do Marinheiro (Pains, Minas Gerais, Brazil). The dataset of points corresponds to two sectors: Esc. South and Esc. North. Sector Esc. South was the only one dated (levels 55-65 cm and 95-105 cm), and the archaeological package comprises 70 cm in thickness, dating from the Paleoindian period to a late hunter gatherer period. This set of bifacial points was previously attributed to the Umbu tradition (Koole 2007); however, preliminary GMM studies (Okumura & Araujo 2013, 2015, 2016) showed that points from site Gruta do Marinheiro were significantly different from southern Umbu points, so a new archaeological culture needs to be assigned to this lithic industry. All photos of artifacts were taken by Mercedes Okumura."
GDM_2533,GDM_2533_pseudo_no_1,Bifacial point,Unknown,Gruta do Marinheiro,"Esc 3 South, Level 45-55",Brazil,-20.363735,-45.66442,Na,NA,NA,NA,NA,NA,Araujo/Okumura,"The dataset is composed of photographs of 31 complete bifacial projectile points coming from a lithic assemblage of 60 projectile points recovered at the site Gruta do Marinheiro (Pains, Minas Gerais, Brazil). The dataset of points corresponds to two sectors: Esc. South and Esc. North. Sector Esc. South was the only one dated (levels 55-65 cm and 95-105 cm), and the archaeological package comprises 70 cm in thickness, dating from the Paleoindian period to a late hunter gatherer period. This set of bifacial points was previously attributed to the Umbu tradition (Koole 2007); however, preliminary GMM studies (Okumura & Araujo 2013, 2015, 2016) showed that points from site Gruta do Marinheiro were significantly different from southern Umbu points, so a new archaeological culture needs to be assigned to this lithic industry. All photos of artifacts were taken by Mercedes Okumura."
GDM_2534,GDM_2534_pseudo_no_1,Bifacial point,Unknown,Gruta do Marinheiro,"Esc 3 North, Level 20-25",Brazil,-20.363735,-45.66442,Na,NA,NA,NA,NA,NA,Araujo/Okumura,"The dataset is composed of photographs of 31 complete bifacial projectile points coming from a lithic assemblage of 60 projectile points recovered at the site Gruta do Marinheiro (Pains, Minas Gerais, Brazil). The dataset of points corresponds to two sectors: Esc. South and Esc. North. Sector Esc. South was the only one dated (levels 55-65 cm and 95-105 cm), and the archaeological package comprises 70 cm in thickness, dating from the Paleoindian period to a late hunter gatherer period. This set of bifacial points was previously attributed to the Umbu tradition (Koole 2007); however, preliminary GMM studies (Okumura & Araujo 2013, 2015, 2016) showed that points from site Gruta do Marinheiro were significantly different from southern Umbu points, so a new archaeological culture needs to be assigned to this lithic industry. All photos of artifacts were taken by Mercedes Okumura."
GDM_2540d,GDM_2540d_pseudo_no_1,Bifacial point,Unknown,Gruta do Marinheiro,"Esc 3 South, Level 65-75",Brazil,-20.363735,-45.66442,Na,NA,NA,NA,NA,NA,Araujo/Okumura,"The dataset is composed of photographs of 31 complete bifacial projectile points coming from a lithic assemblage of 60 projectile points recovered at the site Gruta do Marinheiro (Pains, Minas Gerais, Brazil). The dataset of points corresponds to two sectors: Esc. South and Esc. North. Sector Esc. South was the only one dated (levels 55-65 cm and 95-105 cm), and the archaeological package comprises 70 cm in thickness, dating from the Paleoindian period to a late hunter gatherer period. This set of bifacial points was previously attributed to the Umbu tradition (Koole 2007); however, preliminary GMM studies (Okumura & Araujo 2013, 2015, 2016) showed that points from site Gruta do Marinheiro were significantly different from southern Umbu points, so a new archaeological culture needs to be assigned to this lithic industry. All photos of artifacts were taken by Mercedes Okumura."
GDM_2542,GDM_2542_pseudo_no_1,Bifacial point,Unknown,Gruta do Marinheiro,"Esc 3 South, Level 65-75",Brazil,-20.363735,-45.66442,Na,NA,NA,NA,NA,NA,Araujo/Okumura,"The dataset is composed of photographs of 31 complete bifacial projectile points coming from a lithic assemblage of 60 projectile points recovered at the site Gruta do Marinheiro (Pains, Minas Gerais, Brazil). The dataset of points corresponds to two sectors: Esc. South and Esc. North. Sector Esc. South was the only one dated (levels 55-65 cm and 95-105 cm), and the archaeological package comprises 70 cm in thickness, dating from the Paleoindian period to a late hunter gatherer period. This set of bifacial points was previously attributed to the Umbu tradition (Koole 2007); however, preliminary GMM studies (Okumura & Araujo 2013, 2015, 2016) showed that points from site Gruta do Marinheiro were significantly different from southern Umbu points, so a new archaeological culture needs to be assigned to this lithic industry. All photos of artifacts were taken by Mercedes Okumura."
